ticker,p1_date,p1_price,l1_date,l1_price,p2_date,p2_price,l2_date,l2_price,neckline_slope,y_shape,p1_l1_drop_pct,l1_p2_rise_pct,p2_l2_drop_pct,trough_similarity,p1_ge_p2,neckline_slope_per_bar,bars_p1_p2,bars_l1_l2,bars_span_total,rsi14_l2,atr14_l2,close_sma20_ratio_l2,close_sma50_ratio_l2,vol_z20_l2,nearline_gap_pct_l2,range_pct_window
T,2025-07-01,28.703194497238677,2025-07-23,26.299999237060547,2025-07-25,28.0,2025-08-07,27.450000762939453,-0.0413643821905104,1,-0.08372570726959759,0.06463881415418078,-0.01964282989501953,0.958105592207067,1.0,-0.0413643821905104,17,11,26,57.80221897490044,0.5413721046082277,1.0219057655022714,1.0147290703879492,0.06625143764093976,-0.015405520808425199,0.1524178133816184
T,2025-07-01,28.703194497238677,2025-07-23,26.299999237060547,2025-07-25,28.0,2025-07-30,27.34000015258789,-0.0413643821905104,1,-0.08372570726959759,0.06463881415418078,-0.02357142312186105,0.9619604641652169,1.0,-0.0413643821905104,17,5,20,49.04186688854272,0.5495656028825615,0.99872815579154,0.9947608100854516,-0.3071121674929232,0.013669340124671563,0.1524178133816184
ADP,2025-06-24,309.7909240722656,2025-06-25,296.649169921875,2025-07-30,309.33331298828125,2025-09-03,295.037559182392,-0.018304443359375,0,-0.042421365925249054,0.04275806020204514,-0.04621472439481758,0.994567283839333,1.0,-0.018304443359375,25,48,49,41.81451748785549,4.317778064235717,0.9846856972871763,0.9819324741635044,0.058237039752871686,0.0389427865152071,0.08816045961141775
ADP,2025-06-24,309.7909240722656,2025-06-25,296.649169921875,2025-07-30,309.33331298828125,2025-09-11,290.4513484209616,-0.018304443359375,0,-0.042421365925249054,0.04275806020204514,-0.0610408377452543,0.979107234641696,1.0,-0.018304443359375,25,54,55,45.473305847975155,4.929383204016717,0.9878077266113316,0.9825175124675432,1.386977980722306,0.04146578251564735,0.08816045961141775
AVB,2025-07-23,204.67999267578125,2025-08-04,182.72000122070312,2025-08-29,195.85000610351562,2025-09-03,188.19000244140625,-0.3270365397135417,1,-0.10728938949037074,0.0718586076789321,-0.039111582452852796,0.9709336247954711,1.0,-0.3270365397135417,27,21,29,47.02894745590828,3.603328083964388,1.003569019708046,0.9753262575019548,-0.8106979676054967,0.02159379045225382,0.1480608648962524
AVY,2025-07-10,183.60494995117188,2025-07-15,176.19630432128906,2025-07-23,181.52653662767383,2025-08-18,171.29368591308594,-0.23093481372200447,0,-0.04035101249641187,0.030251669164781357,-0.05637110091279014,0.972175248356723,1.0,-0.23093481372200447,9,24,27,46.503335111645676,3.5548273925573035,0.995414487687875,0.9769686333620555,-0.8828897898802718,0.0354713837536007,0.13636640487477117
AVY,2025-07-10,183.60494995117188,2025-07-22,175.90791644778082,2025-07-23,181.52653662767383,2025-08-18,171.29368591308594,-0.23093481372200447,0,-0.04192171020137536,0.03194068972763332,-0.05637110091279014,0.9737690569709827,1.0,-0.23093481372200447,9,19,27,46.503335111645676,3.5548273925573035,0.995414487687875,0.9769686333620555,-0.8828897898802718,0.0354713837536007,0.13636640487477117
AXON,2025-08-08,872.469970703125,2025-08-14,749.8300170898438,2025-08-18,791.6199951171875,2025-09-03,725.2899780273438,-13.474995930989584,1,-0.14056638936747073,0.05573260215633182,-0.08379022447509626,0.9672725304359753,1.0,-13.474995930989584,6,13,17,39.682537801658405,28.47469127365907,0.9313628548903539,0.9420059962791054,0.15473436924414113,-0.11291337345344411,0.27521882236020656
BAC,2025-07-03,48.67923736085239,2025-07-17,45.38754665709885,2025-07-24,48.221782659833906,2025-08-07,44.67152786254883,-0.0326753357870346,1,-0.06762001383367398,0.06244523468403341,-0.07362346643900092,0.9842243336049971,1.0,-0.0326753357870346,14,15,24,35.814209499708355,0.8638270632592453,0.9563856503518474,0.9575672920212662,-0.627404526389997,0.07216008929296579,0.163037847832107
BAX,2025-07-02,31.20109115886134,2025-07-21,27.179309844970703,2025-07-25,29.01641845703125,2025-08-01,21.36013558650972,-0.13654204386438074,0,-0.1288987392592654,0.06759217296315889,-0.26386036863437434,0.785896908653927,1.0,-0.13654204386438074,16,9,21,21.2732084232063,1.2053777538206984,0.7843837064036485,0.7578827998914319,1.454344714881793,0.29929422977225145,0.4889827314298198
BRK-B,2025-07-01,489.6099853515625,2025-07-17,470.07000732421875,2025-07-28,484.3500061035156,2025-08-04,459.1099853515625,-0.2922210693359375,1,-0.03990927189385884,0.03037845120258356,-0.05211111888901021,0.9766842772312915,1.0,-0.2922210693359375,18,12,23,28.915436145586867,6.9214393445963704,0.9651869336112507,0.9568209426716189,3.9832335215128905,0.05179350518169363,0.115270548428746
BBY,2025-07-10,73.72000122070312,2025-07-21,66.19000244140625,2025-07-24,69.06999969482422,2025-08-01,64.12000274658203,-0.4650001525878906,1,-0.10214322645971675,0.043511061296114095,-0.07166638149866847,0.9687263994791864,1.0,-0.4650001525878906,10,9,16,36.09262745478886,1.8826286554851328,0.9365095915340521,0.9343452319144835,-0.4650729457859998,0.03368677386449401,0.2426249787269996
BIIB,2025-07-10,135.3300018310547,2025-07-21,122.68000030517578,2025-07-25,133.0500030517578,2025-08-08,127.5,-0.2072726162997159,1,-0.09347521875948178,0.08452887773708725,-0.04171366346830375,0.962196080824908,1.0,-0.2072726162997159,11,14,21,51.98612737473646,4.027221061097548,1.010990360988576,1.009974722371918,-0.2936643969844123,0.0023515628998330433,0.24147042536662375
BIIB,2025-07-25,133.0500030517578,2025-07-30,126.63999938964844,2025-07-31,133.0,2025-08-08,127.5,-0.012500762939453125,1,-0.04817740334523569,0.0502211042403987,-0.041353383458646614,0.9932548971737132,1.0,-0.012500762939453125,4,7,10,51.98612737473646,4.027221061097548,1.010990360988576,1.009974722371918,-0.2936643969844123,0.017257192048801034,0.24147042536662375
BX,2025-07-24,177.98759003024134,2025-08-07,167.63999938964844,2025-08-13,176.6199951171875,2025-09-03,167.33999633789062,-0.09768535093241683,1,-0.058136584909289295,0.05356714244949804,-0.052542175494567245,0.9982104327556068,1.0,-0.09768535093241683,14,18,28,48.22654222765481,3.938381182688384,0.9842284458043591,1.0116935073340845,-0.9014550629266961,0.04728339930321512,0.4030565305873888
BX,2025-07-24,177.98759003024134,2025-08-07,167.63999938964844,2025-08-13,176.6199951171875,2025-08-21,163.44000244140625,-0.09768535093241683,1,-0.058136584909289295,0.05356714244949804,-0.07462344604322016,0.9749463316420083,1.0,-0.09768535093241683,14,10,20,44.57738474093387,3.9277822367137674,0.9558849557117378,1.0120516297990443,0.008986021450727869,0.07705506841693598,0.4030565305873888
BA,2025-07-29,239.5,2025-08-01,219.4499969482422,2025-08-15,235.25999450683594,2025-08-21,224.4600067138672,-0.32615426870492786,1,-0.08371608789878002,0.07204373560471079,-0.045906605649669585,0.9776797219292096,1.0,-0.32615426870492786,13,14,17,47.74011463189087,5.35082924077941,0.9841068356746121,1.0128264305932604,-0.3017509619916496,0.042303173991495836,0.23318088759165062
BKNG,2025-07-22,5765.603515625,2025-08-01,5377.03271484375,2025-08-07,5540.461432559508,2025-08-11,5355.03076171875,-18.761840255457702,1,-0.06739464476324268,0.030393848500233012,-0.03346845260054356,0.9959081608218113,1.0,-18.761840255457702,12,6,14,39.60324525810928,119.03892627384249,0.9610159147586627,0.9604301802437465,-0.4667128996683857,0.02762019433897147,0.11531707596372584
BKNG,2025-07-07,5805.92431640625,2025-07-09,5658.298828125,2025-07-22,5765.603515625,2025-09-02,5496.087890625,-3.66552734375,0,-0.02542669870223648,0.018964125218455054,-0.04674543163948104,0.9713322073599722,1.0,-3.66552734375,11,38,40,44.84745684579113,103.52667180941955,0.9918661426219382,0.9817937408562184,2.32124876102379,0.02969663791397077,0.11531707596372584
BSX,2025-07-24,108.3499984741211,2025-07-28,105.83999633789062,2025-08-04,106.79000091552734,2025-08-26,105.05000305175781,-0.22285679408482142,0,-0.023165686862745748,0.00897585610834548,-0.016293640311379885,0.9925359664260495,1.0,-0.22285679408482142,7,21,23,57.639353674694554,1.839467360295047,1.0187197697752859,1.0207194718160963,-0.39073899912874965,-0.029755683782683152,0.0912896551367558
COF,2025-07-23,227.24159156511297,2025-07-24,210.75645446777344,2025-08-29,227.22000122070312,2025-09-09,219.75999450683594,-0.0007996423855497933,0,-0.07254454162109643,0.07811645339406253,-0.03283164630661691,0.9590301225695451,1.0,-0.0007996423855497933,27,32,33,55.162087782090445,4.986560394323325,1.0096313790084628,1.0259484734190065,0.31095696100558,0.02128374563908998,0.20334416639941305
CAH,2025-08-04,158.6199951171875,2025-08-12,141.0,2025-08-20,152.9499969482422,2025-08-25,146.0399932861328,-0.4724998474121094,1,-0.11108306430201283,0.08475175140597296,-0.04517818764290462,0.9654889515349534,1.0,-0.4724998474121094,12,9,15,35.80598724854184,3.8271685390106183,0.9544754438814131,0.9218301409010512,-0.6604198202572544,0.03760958896452227,0.22279493605376588
KMX,2025-07-02,71.56999969482422,2025-08-20,57.25,2025-08-29,62.29999923706055,2025-09-03,59.41999816894531,-0.22609757214057735,0,-0.20008383059780577,0.08820959366044623,-0.04622794708482117,0.9634803393501379,1.0,-0.22609757214057735,41,9,43,51.69983707210327,1.7492337467510604,1.0273341435334336,0.9766613402514062,2.728848844663043,0.027201545145498978,0.3201907110825318
CCL,2025-07-31,30.639999389648438,2025-08-11,28.200000762939453,2025-08-13,30.639999389648438,2025-08-21,29.100000381469727,0.0,1,-0.07963442151808021,0.08652477165588023,-0.050261065236802564,0.9690721784628095,1.0,0.0,9,8,15,51.903580534862705,0.8339248546235762,0.9909437311134548,1.0254558333110888,-1.2588323239922372,0.04680556578267434,0.4526129029178971
CARR,2025-07-28,80.91999816894531,2025-08-11,64.87999725341797,2025-08-28,67.80000305175781,2025-09-03,62.470001220703125,-0.5704345703125,0,-0.19822048045575733,0.045006256503594626,-0.07861359278974987,0.9628545601920802,1.0,-0.5704345703125,23,16,26,34.17897414308956,1.7527503865499536,0.9480953266965436,0.8813815818415269,0.975547226758521,0.05792697373788298,0.34925122124267227
CAT,2025-07-31,438.0199890136719,2025-08-18,407.0,2025-08-22,435.6700134277344,2025-09-02,413.9100036621094,-0.14687347412109375,1,-0.07081866077281612,0.07044229343423679,-0.0499460809671593,0.9833055408157029,1.0,-0.14687347412109375,16,10,22,47.41863904624388,9.31398367026676,0.9876627837309151,1.0086887406841005,-1.0050203456674172,0.045039743636199066,0.24038002680069354
CDW,2025-07-03,182.68372906149682,2025-07-07,176.69622802734375,2025-07-29,182.14576070064982,2025-09-03,161.6999969482422,-0.03164519769688254,0,-0.032775228888268955,0.030841250739448444,-0.11224946259391415,0.915129874324307,1.0,-0.03164519769688254,17,41,42,43.08134613757852,3.7743684464393032,0.9940466382707792,0.9483413903582709,-0.8871999168545178,0.11008530439227616,0.15166890504090288
CDW,2025-07-03,182.68372906149682,2025-07-07,176.69622802734375,2025-07-29,182.14576070064982,2025-08-21,163.5655517578125,-0.03164519769688254,0,-0.032775228888268955,0.030841250739448444,-0.10200736416464416,0.9256878518793322,1.0,-0.03164519769688254,17,33,34,41.268722298359044,4.107226849006111,0.9708990380145047,0.9432863779658854,-0.9360090817236064,0.11030587057050384,0.15166890504090288
COR,2025-07-07,301.9357604980469,2025-07-14,294.0604779728297,2025-07-16,297.27447509765625,2025-08-14,288.15154149277095,-0.6658979143415179,0,-0.026082642586710527,0.010929714686526239,-0.030688587043634915,0.9799057101423718,1.0,-0.6658979143415179,7,23,28,54.793260483436946,7.033146637966715,1.0178425376493525,1.006429686019229,0.04938785930454197,-0.03747413751449305,0.12674047137245528
COR,2025-07-07,301.9357604980469,2025-07-14,294.0604779728297,2025-07-16,297.27447509765625,2025-08-07,277.8807067871094,-0.6658979143415179,0,-0.026082642586710527,0.010929714686526239,-0.06523859239571753,0.9449780830893729,1.0,-0.6658979143415179,7,18,23,35.82326424387796,6.522895542549668,0.9563296121589033,0.9489862059628832,1.6418318608659026,0.031450192358183575,0.12674047137245528
CF,2025-07-09,98.17095947265625,2025-07-21,90.45645904541016,2025-07-29,94.35347747802734,2025-09-04,83.80000305175781,-0.2726772853306362,0,-0.07858230650577301,0.04308170443263582,-0.11185040242663215,0.9264125960279881,1.0,-0.2726772853306362,14,32,40,40.20061710043258,2.3148404356150687,0.9902351995059253,0.9375893937171109,0.5111887366148612,0.03663420934990676,0.3115268450029712
SCHW,2025-07-29,98.72153583734764,2025-08-13,95.58999633789062,2025-09-04,97.62999725341797,2025-09-05,92.05000305175781,-0.04198225322806447,0,-0.03172093579071242,0.021341154866418945,-0.05715450536351217,0.9629669063526305,1.0,-0.04198225322806447,26,16,27,37.21063420391758,1.9839967150605067,0.9552620146475571,0.9700679509348171,3.122692451275634,0.06016308272492046,0.14374714587842427
SCHW,2025-08-13,98.97000122070312,2025-08-21,95.37999725341797,2025-09-04,97.62999725341797,2025-09-05,92.05000305175781,-0.08933359781901042,0,-0.03627365790649478,0.023589851801126684,-0.05715450536351217,0.9650870801263226,1.0,-0.08933359781901042,15,10,16,37.21063420391758,1.9839967150605067,0.9552620146475571,0.9700679509348171,3.122692451275634,0.059648673783898355,0.14374714587842427
CB,2025-08-22,280.79998779296875,2025-08-27,272.0,2025-09-04,280.0,2025-09-10,275.7300109863281,-0.09999847412109375,1,-0.03133898922907682,0.029411764705882353,-0.01524996076311384,0.9864722342954787,1.0,-0.09999847412109375,8,9,12,54.47760503847368,3.440685054057498,1.0052755203432056,1.0097889421530948,-0.14261975192925908,0.007749121650353595,0.0999621101339041
CHD,2025-07-10,98.77432250976562,2025-07-15,95.20573425292969,2025-07-23,97.98684093697035,2025-08-28,92.08999633789062,-0.08749795253280802,0,-0.03612870396031436,0.02921154598369252,-0.060179964398207816,0.9672736317881695,1.0,-0.08749795253280802,9,32,35,42.42611359342936,1.5262759962687937,0.993183958891152,0.9696398633505411,-0.982522356767127,0.03932998129283764,0.10330352606974774
CHD,2025-07-10,98.77432250976562,2025-07-15,95.20573425292969,2025-07-23,97.98684093697035,2025-08-08,90.6303482055664,-0.08749795253280802,1,-0.03612870396031436,0.02921154598369252,-0.07507633332251196,0.951942116898043,1.0,-0.08749795253280802,9,18,21,33.08824698952296,1.763526388118503,0.9552677619549269,0.9465306409152658,-0.8196917562934277,0.06958504988534191,0.10330352606974774
