ticker,p1_date,p1_price,l1_date,l1_price,p2_date,p2_price,l2_date,l2_price,neckline_slope,y_shape,p1_l1_drop_pct,l1_p2_rise_pct,p2_l2_drop_pct,trough_similarity,p1_ge_p2,neckline_slope_per_bar,bars_p1_p2,bars_l1_l2,bars_span_total,rsi14_l2,atr14_l2,close_sma20_ratio_l2,close_sma50_ratio_l2,vol_z20_l2,nearline_gap_pct_l2,range_pct_window
CINF,2025-07-01,149.3800048828125,2025-07-08,145.9600067138672,2025-07-14,149.25999450683594,2025-07-15,145.8000030517578,-0.015001296997070312,0,-0.022894618135996685,0.02260884928183022,-0.023180970001440416,0.9989037842234206,1.0,-0.015001296997070312,8,5,9,48.1406187779952,2.6048562774005792,0.9946746439266041,0.9946746439266041,1.3628703764226442,0.02362818989007916,0.10435725098680533
CTAS,2025-07-01,223.85400390625,2025-07-17,211.0401036711723,2025-07-18,223.6244796472933,2025-07-28,219.9320068359375,-0.019127021579725085,0,-0.057242220427043015,0.05963025869115896,-0.016511934727269882,0.9595697629795271,1.0,-0.019127021579725085,12,7,18,49.1162634488761,3.7608819833883347,1.0061383317208914,1.0035992483878418,-0.7773160416438183,0.016267348865444176,0.13167153650568666
CSCO,2025-08-11,72.30000305175781,2025-08-18,66.08000183105469,2025-08-28,69.43000030517578,2025-09-08,66.72000122070312,-0.22076944204477164,1,-0.08603044202156364,0.0506961014118305,-0.03903210532278558,0.9904076831843666,1.0,-0.22076944204477164,13,14,19,43.59302007300043,1.1892618837899416,0.9814798187246797,0.9786757593613196,-0.7728514062224818,0.018322165816574656,0.12546320891725837
CSCO,2025-07-03,69.37000274658203,2025-07-16,67.1500015258789,2025-07-18,68.77999877929688,2025-08-01,67.11000061035156,-0.059000396728515626,1,-0.03200232280245236,0.02427397194905178,-0.024280287853799588,0.9994043050689742,1.0,-0.059000396728515626,10,12,20,46.88588617922178,0.9754012514911425,0.9842557264587342,0.9889737206444833,1.3025594182360125,0.01609289512498633,0.12546320891725837
KO,2025-07-02,71.69000244140625,2025-07-16,69.2699966430664,2025-08-22,70.95999908447266,2025-08-28,68.36000061035156,-0.02027787102593316,0,-0.03375653111907432,0.024397322409505432,-0.03664033973599671,0.9868630564917757,1.0,-0.02027787102593316,36,31,40,40.53814179332475,0.9108879545384562,0.9806762683845155,0.9803724856594538,1.2739797504504462,0.03684738103463294,0.08231243361036522
CTSH,2025-07-03,80.62137603759766,2025-07-15,73.98091125488281,2025-07-23,76.84815979003906,2025-08-12,68.46544647216797,-0.2902474036583534,1,-0.08236605611417588,0.03875659932435624,-0.10908151009437246,0.9254474608495604,1.0,-0.2902474036583534,13,20,27,29.241346469508557,1.6437479386185545,0.9396348843441346,0.9086164470122907,0.8997304100564436,0.06308656248097311,0.2010301794692846
COIN,2025-07-21,425.54998779296875,2025-08-06,297.54998779296875,2025-08-12,329.3500061035156,2025-09-05,299.07000732421875,-6.01249885559082,0,-0.30078722517147,0.1068728604105099,-0.09193866166129594,0.9949175126424424,1.0,-6.01249885559082,16,21,33,39.93038085664942,15.04158798483996,0.9619878714598199,0.8658406118491568,0.8759521740100624,-0.24052054704290624,0.8125304933193973
CL,2025-07-07,92.77369689941406,2025-07-21,86.63999938964844,2025-07-23,88.86000061035156,2025-08-18,84.26000213623047,-0.326141357421875,0,-0.06611461777162794,0.025623282967940163,-0.05176680669058229,0.9725300407411784,1.0,-0.326141357421875,12,20,30,41.396278411675134,1.405597524792102,0.9851917498829228,0.9641286602616557,-0.5111495195883944,-0.01507887404771785,0.13778794906904196
CL,2025-07-23,88.86000061035156,2025-08-05,83.01000213623047,2025-08-13,86.33999633789062,2025-08-18,84.26000213623047,-0.16800028483072918,1,-0.06583387839229443,0.04011557783356266,-0.024090737663690902,0.9851649659588304,1.0,-0.16800028483072918,15,9,18,41.396278411675134,1.405597524792102,0.9851917498829228,0.9641286602616557,-0.5111495195883944,0.01870393196311484,0.13778794906904196
CMCSA,2025-07-24,35.81999969482422,2025-07-30,32.5,2025-08-22,34.150001525878906,2025-09-08,32.56999969482422,-0.07952372233072917,0,-0.09268564274454584,0.05076927771935096,-0.04626652300022185,0.9978507922787809,1.0,-0.07952372233072917,21,27,31,54.40573364562295,0.7257266057395926,1.0148041997102406,0.9999794122783264,1.6468444063763081,-0.018977520512599502,0.17305835386412044
CAG,2025-07-03,20.846589181123907,2025-07-21,18.411376953125,2025-08-22,19.65999984741211,2025-09-03,18.649999618530273,-0.03390255239176564,0,-0.11681585926794844,0.06781800717382945,-0.05137335893798517,0.9872052187514158,1.0,-0.03390255239176564,35,31,42,50.2247658633898,0.47585014608709175,1.0005211365436186,0.9950949614898815,-0.25727368354709906,0.011597979629257356,0.18232497187738608
CAG,2025-07-03,20.846589181123907,2025-07-21,18.411376953125,2025-07-23,19.275484085083008,2025-07-31,18.260000228881836,-0.12085423815699223,1,-0.11681585926794844,0.04693332465887844,-0.052682664244320526,0.9917780878296846,1.0,-0.12085423815699223,13,8,19,31.497970621959723,0.5030022270675067,0.9557976416191167,0.9264095970083358,1.4076373521016823,0.015901337547628167,0.18232497187738608
COP,2025-06-23,95.46247173501051,2025-06-25,88.27178955078125,2025-07-08,95.00623321533203,2025-07-21,90.25542449951172,-0.045623851967847885,1,-0.07532470146163316,0.07629213929866654,-0.05000523181518611,0.9780219863822013,1.0,-0.045623851967847885,10,17,19,44.09175409070989,2.1723801104853275,0.984560752219672,0.9804581363299303,-0.9385564619709272,0.0480879024410678,0.13144228232109761
F,18,19,57,65,2025-07-03T00:00:00-04:00,2025-07-07T00:00:00-04:00,2025-08-28T00:00:00-04:00,2025-09-10T00:00:00-04:00,11.8100004196167,11.59000015258789,11.989999771118164,11.420000076293945,0.9856430289317482,12.654998779296875,11.505000114440918,0.4849996566772461,0.004615367987217047,39,12.169999122619629,2025-09-12T00:00:00-04:00,47,46,1,38,8,0.985332176526677,0.5699996948242188,46,11.680000305175781,-0.3099994659423828,70333265.15151516,50083100.0,0
F,22,27,34,37,2025-07-10T00:00:00-04:00,2025-07-17T00:00:00-04:00,2025-07-28T00:00:00-04:00,2025-07-31T00:00:00-04:00,11.90999984741211,11.149999618530273,11.479999542236328,10.770000457763672,0.9846637104757578,11.569998741149902,10.960000038146973,0.5199995040893555,-0.03583335876464844,12,11.049999237060547,2025-08-13T00:00:00-04:00,15,10,5,7,3,0.965919356612795,0.7099990844726562,10,11.680000305175781,0.20000076293945312,83360594.44444445,50083100.0,1
AJG,53,57,61,65,2025-08-22T00:00:00-04:00,2025-08-28T00:00:00-04:00,2025-09-04T00:00:00-04:00,2025-09-10T00:00:00-04:00,306.67999267578125,297.8800048828125,304.9599914550781,293.17999267578125,0.9853447249099607,312.66998291015625,295.5299987792969,9.42999267578125,-0.21500015258789062,8,303.239990234375,2025-09-12T00:00:00-04:00,12,8,4,4,4,0.9842217935746299,11.779998779296875,8,297.2799987792969,-7.67999267578125,1642763.6363636365,1302100.0,1
TJX,11,14,19,27,2025-06-24T00:00:00-04:00,2025-06-27T00:00:00-04:00,2025-07-07T00:00:00-04:00,2025-07-17T00:00:00-04:00,124.94999694824219,121.9800033569336,125.94999694824219,121.05000305175781,0.9442997127720383,131.38499069213867,121.5150032043457,4.434993743896484,0.125,8,126.94999694824219,2025-07-17T00:00:00-04:00,16,13,3,5,8,0.9923757970193323,4.899993896484375,13,139.47999572753906,13.529998779296875,4983496.428571428,5173200.0,1
PNW,5,8,11,14,2025-06-13T00:00:00-04:00,2025-06-18T00:00:00-04:00,2025-06-24T00:00:00-04:00,2025-06-27T00:00:00-04:00,90.9000015258789,88.51000213623047,90.16999816894531,88.55000305175781,0.9932091776123566,91.07999038696289,88.53000259399414,1.6399955749511719,-0.12166722615559895,6,89.43999481201172,2025-07-02T00:00:00-04:00,9,6,3,3,3,0.9995482674856153,1.6599960327148438,6,88.19000244140625,-1.9799957275390625,1364166.6666666667,759000.0,1
AXON,21,24,28,31,2025-07-09T00:00:00-04:00,2025-07-14T00:00:00-04:00,2025-07-18T00:00:00-04:00,2025-07-23T00:00:00-04:00,805.8599853515625,727.0999755859375,756.0900268554688,705.219970703125,0.9864585304251576,746.2501220703125,716.1599731445312,39.9300537109375,-7.109994070870536,7,706.320068359375,2025-07-29T00:00:00-04:00,10,7,3,4,3,0.9699078453892391,50.87005615234375,7,756.1300048828125,0.03997802734375,593929.0322580645,303800.0,1
CRL,36,52,55,59,2025-07-30T00:00:00-04:00,2025-08-21T00:00:00-04:00,2025-08-26T00:00:00-04:00,2025-09-02T00:00:00-04:00,179.11000061035156,154.5399932861328,164.6999969482422,160.9499969482422,0.9605664389428801,157.2449951171875,157.7449951171875,6.9550018310546875,-0.7584212453741777,19,150.2899932861328,2025-09-12T00:00:00-04:00,23,7,16,3,4,0.9601739435622936,10.160003662109375,7,152.88999938964844,-11.80999755859375,864190.9090909091,768800.0,0
CRL,36,43,55,59,2025-07-30T00:00:00-04:00,2025-08-08T00:00:00-04:00,2025-08-26T00:00:00-04:00,2025-09-02T00:00:00-04:00,179.11000061035156,148.74000549316406,164.6999969482422,160.9499969482422,0.9443502565488211,160.14498901367188,154.84500122070312,9.854995727539062,-0.7584212453741777,19,150.2899932861328,2025-09-12T00:00:00-04:00,23,16,7,12,4,0.9241379826866069,15.959991455078125,16,152.88999938964844,-11.80999755859375,864190.9090909091,768800.0,0
MCO,22,25,37,38,2025-07-10T00:00:00-04:00,2025-07-15T00:00:00-04:00,2025-07-31T00:00:00-04:00,2025-08-01T00:00:00-04:00,505.7200012207031,495.2799987792969,515.72998046875,501.2799987792969,0.9926243854886501,543.18994140625,498.2799987792969,17.449981689453125,0.6673319498697917,15,525.7399597167969,2025-08-21T00:00:00-04:00,16,13,3,12,1,0.9880306415284651,20.449981689453125,13,512.3099975585938,-3.41998291015625,751789.1891891892,490200.0,0
MCO,29,34,37,38,2025-07-21T00:00:00-04:00,2025-07-28T00:00:00-04:00,2025-07-31T00:00:00-04:00,2025-08-01T00:00:00-04:00,503.0,507.5,515.72998046875,501.2799987792969,0.9924953247824834,539.7999420166016,504.38999938964844,11.339981079101562,1.59124755859375,8,528.4599609375,2025-08-12T00:00:00-04:00,9,4,5,3,1,0.9877438399592057,14.449981689453125,4,512.3099975585938,-3.41998291015625,807716.6666666666,490200.0,0
PNC,21,25,32,42,2025-07-09T00:00:00-04:00,2025-07-15T00:00:00-04:00,2025-07-24T00:00:00-04:00,2025-08-07T00:00:00-04:00,200.0,192.13999938964844,197.77000427246094,187.1199951171875,0.9882429378068942,203.68001556396484,189.62999725341797,8.140007019042969,-0.20272688432173294,11,195.54000854492188,2025-08-08T00:00:00-04:00,21,17,4,7,10,0.9738731951264313,10.650009155273438,17,201.97999572753906,4.209991455078125,2336588.095238095,1015300.0,1
PNC,21,25,32,38,2025-07-09T00:00:00-04:00,2025-07-15T00:00:00-04:00,2025-07-24T00:00:00-04:00,2025-08-01T00:00:00-04:00,200.0,192.13999938964844,197.77000427246094,185.8800048828125,0.9853388282657196,204.30001068115234,189.01000213623047,8.760002136230469,-0.20272688432173294,11,195.54000854492188,2025-08-08T00:00:00-04:00,17,13,4,7,6,0.9674196183682657,11.889999389648438,13,201.97999572753906,4.209991455078125,2432478.947368421,1015300.0,1
BSX,32,34,39,46,2025-07-24T00:00:00-04:00,2025-07-28T00:00:00-04:00,2025-08-04T00:00:00-04:00,2025-08-13T00:00:00-04:00,108.3499984741211,105.83999633789062,106.79000091552734,102.5,0.9743375824064835,107.85000610351562,104.16999816894531,2.6200027465820312,-0.22285679408482142,7,105.2300033569336,2025-08-13T00:00:00-04:00,14,12,2,5,7,0.9684429662371888,4.290000915527344,12,102.70999908447266,-4.0800018310546875,7208674.285714285,10541800.0,0
SCHW,35,38,46,59,2025-07-29T00:00:00-04:00,2025-08-01T00:00:00-04:00,2025-08-13T00:00:00-04:00,2025-09-02T00:00:00-04:00,99.0,95.52999877929688,98.97000122070312,95.3499984741211,0.9826925634548227,102.47000503540039,95.43999862670898,3.5300025939941406,-0.0027271617542613635,11,98.94000244140625,2025-08-28T00:00:00-04:00,24,21,3,8,13,0.9981157719305364,3.6200027465820312,21,93.54000091552734,-5.430000305175781,8375124.444444444,7701800.0,0
