ticker,p1_date,p1_price,low1_date,low1_price,p2_date,p2_price,low2_date,low2_price,drop1_pct,recovery_pct,drop2_pct,trough_similarity,pattern_days,overall_range,quality_score,ml_shape_proba,ml_breakout_proba,ml_reachtarget_proba
PG,2025-03-10,177.6600745956395,2025-03-25,160.10034845053832,2025-04-03,172.53725393945126,2025-04-09,154.66168530976972,0.09883889886384273,0.07768193891692385,0.10360410996198326,0.035164902864439726,22,0.12945164713126964,0.0933749825809166,0.41076312139274923,0.6666666666666666,0.521244379929561
KO,2025-04-03,73.42792117918617,2025-04-07,65.58370060379325,2025-05-07,72.1768237992886,2025-05-14,68.09583818770106,0.10682885269556619,0.1005299050647657,0.056541496241730715,0.03830429757363399,28,0.10682885269556619,0.08796675133402088,0.2916666666666667,0.4166666666666667,0.5277777777777778
