ticker,p1_date,p1_price,low1_date,low1_price,p2_date,p2_price,low2_date,low2_price,drop1_pct,recovery_pct,drop2_pct,trough_similarity,pattern_days,ml_shape_proba,ml_breakout_proba,ml_reachtarget_proba
META,2025-05-14,662.1604799651236,2025-05-16,625.6686244756826,2025-06-11,708.3249785260691,2025-07-18,691.6500244140625,0.05511028911203381,0.13210883655809574,0.023541389358744624,0.10545742164020624,44,0.16705187937870414,0.6349187107194054,0.8333333333333334
META,2025-05-14,662.1604799651236,2025-05-16,625.6686244756826,2025-06-11,708.3249785260691,2025-06-20,678.6699829101562,0.05511028911203381,0.13210883655809574,0.04186636997839749,0.08471154915094138,25,0.23611111111111108,0.5847513286055657,0.8333333333333334
META,2025-05-14,662.1604799651236,2025-05-16,625.6686244756826,2025-06-11,708.3249785260691,2025-06-13,680.4864154008052,0.05511028911203381,0.13210883655809574,0.03930196445026167,0.08761473530986237,21,0.14944953731222277,0.5818007923442737,0.8333333333333334
AMZN,2025-05-13,214.83999633789062,2025-05-23,197.85000610351562,2025-06-11,218.39999389648438,2025-06-13,209.6199951171875,0.07908206350764367,0.10386650067737144,0.04020146073565531,0.05948945489298488,22,0.1519834880158288,0.5677250400429531,0.8333333333333334
TSLA,2025-05-20,354.989990234375,2025-05-22,331.3900146484375,2025-05-29,367.7099914550781,2025-08-01,297.82000732421875,0.06648067899141633,0.10959888711544759,0.19006822157400527,0.11271911388972972,50,0.24884722789616798,0.6666666666666666,0.8333333333333334
JPM,2025-05-15,268.22775480853,2025-05-23,254.7726124890187,2025-07-03,296.3999938964844,2025-08-01,284.239990234375,0.05016312472628351,0.1633903306983591,0.041025654225742565,0.11566148126155593,53,0.20390323879946592,0.6596774843195045,0.8333333333333334
BAC,2025-05-19,44.62732086137994,2025-05-23,41.869009798761184,2025-07-03,49.03724665376794,2025-07-16,44.76102841927409,0.06180767765975786,0.1712062666267987,0.08720347340637791,0.06907301210162548,39,0.20999394710034727,0.6408696998217859,0.8296540170044806
AMZN,2025-05-13,214.83999633789062,2025-05-23,197.85000610351562,2025-06-18,217.9600067138672,2025-06-23,207.30999755859375,0.07908206350764367,0.1016426585290574,0.0488622170454166,0.047813955841520844,27,0.16261445540417263,0.5888258560376919,0.829245613211072
AMZN,2025-05-13,214.83999633789062,2025-05-23,197.85000610351562,2025-06-11,218.39999389648438,2025-06-23,207.30999755859375,0.07908206350764367,0.10386650067737144,0.05077837292956602,0.047813955841520844,27,0.15911974057665887,0.586214888391194,0.829245613211072
COST,2025-05-21,1038.0319102149758,2025-05-30,1000.6137351098531,2025-06-03,1065.6036099935984,2025-07-31,923.720266602369,0.03604723008695699,0.06495001278051649,0.13314833213832847,0.08324324071649307,48,0.3553381318061421,0.6666666666666666,0.8275938397095505
V,2025-05-19,368.50158857718844,2025-05-23,351.6013176505488,2025-06-11,374.850444868596,2025-06-20,334.331728573666,0.045862138591838374,0.06612354974492486,0.10809301909494563,0.05165405374643548,22,0.2916666666666667,0.7684859493219441,0.8204924937593921
BAC,2025-05-19,44.62732086137994,2025-05-23,41.869009798761184,2025-07-03,49.03724665376794,2025-08-05,44.50247009176122,0.06180767765975786,0.1712062666267987,0.09247616600550461,0.06289760148753155,53,0.2003549933441026,0.6463979822261252,0.8197149252460583
BAC,2025-05-19,44.62732086137994,2025-05-23,41.869009798761184,2025-07-24,48.72895996168118,2025-08-05,44.50247009176122,0.06180767765975786,0.16384314307626557,0.08673466195961353,0.06289760148753155,53,0.2178482744795033,0.6473598791678477,0.8197149252460583
BAC,2025-05-19,44.62732086137994,2025-05-23,41.869009798761184,2025-06-11,45.15881720254481,2025-08-05,44.50247009176122,0.06180767765975786,0.07857380481639585,0.014534196231043127,0.06289760148753155,53,0.1733338550589328,0.7947309768320503,0.8197149252460583
GOOGL,2025-05-22,176.3985044728025,2025-06-03,164.9326470385699,2025-06-17,177.20151408744945,2025-07-09,172.61562283881983,0.06499974287480663,0.07438713480424793,0.025879526324851104,0.04658250466600004,31,0.38888888888888884,0.7346262621706406,0.8158068128873373
GOOGL,2025-05-22,176.3985044728025,2025-06-03,164.9326470385699,2025-06-10,180.94816607880887,2025-07-09,172.61562283881983,0.06499974287480663,0.09710338933985391,0.04604933788806646,0.04658250466600004,31,0.38888888888888884,0.6317284532123121,0.8158068128873373
AMZN,2025-05-13,214.83999633789062,2025-05-23,197.85000610351562,2025-06-11,218.39999389648438,2025-08-04,211.4199981689453,0.07908206350764367,0.10386650067737144,0.03195968829031831,0.0685872714015982,56,0.2916666666666667,0.7949527092630779,0.8147215897231207
AMZN,2025-05-13,214.83999633789062,2025-05-23,197.85000610351562,2025-06-18,217.9600067138672,2025-08-04,211.4199981689453,0.07908206350764367,0.1016426585290574,0.030005543877173052,0.0685872714015982,56,0.2916666666666667,0.8119854258487439,0.8147215897231207
GOOGL,2025-05-22,176.3985044728025,2025-06-03,164.9326470385699,2025-06-10,180.94816607880887,2025-06-13,172.2359546046385,0.06499974287480663,0.09710338933985391,0.04814755331853388,0.04428054540566905,15,0.3634800639159302,0.718438896019931,0.8095699895695613
NVDA,2025-05-29,143.47196297724966,2025-05-30,132.9032778793795,2025-06-27,158.7010567029259,2025-07-01,151.4814709885328,0.0736637659271871,0.19410942480259968,0.04549173058064458,0.13978732056567134,22,0.16510229341406715,0.6184712223537027,0.8069534824968431
NVDA,2025-05-21,137.3827028648009,2025-05-30,132.9032778793795,2025-06-27,158.7010567029259,2025-07-01,151.4814709885328,0.03260545099210666,0.19410942480259968,0.04549173058064458,0.13978732056567134,27,0.16332034865612152,0.6131660946518248,0.776438377168822
UNH,2025-05-20,322.35169096128584,2025-05-27,287.0919747797867,2025-06-12,316.5528476204156,2025-07-18,280.80999755859375,0.10938275545057957,0.10261823885264224,0.11291274215508486,0.022370917260102766,40,0.38888888888888884,0.6666666666666666,0.5977205440153774
MSFT,2025-06-30,499.9381665482639,2025-07-02,487.8979653734086,2025-07-18,513.7953843002441,2025-07-30,508.6038929137552,0.024083380666822748,0.05307957967608066,0.010104200125424208,0.04243905285503593,21,0.23138165276355735,0.536768423440057,0.6388888888888888
NVDA,2025-05-21,137.3827028648009,2025-05-23,129.14376150329426,2025-05-29,143.47196297724966,2025-05-30,132.9032778793795,0.059970732775687464,0.11094768579735005,0.0736637659271871,0.02911109551342386,6,0.20181578588442337,0.1847964356209297,0.6383497556832108
BAC,2025-05-19,44.62732086137994,2025-05-23,41.869009798761184,2025-06-11,45.15881720254481,2025-06-13,43.41849714305697,0.06180767765975786,0.07857380481639585,0.038537768863214854,0.03700797682446338,18,0.19222231038646498,0.5666216599574979,0.6341669499198358
COST,2025-05-21,1038.0319102149758,2025-05-30,1000.6137351098531,2025-06-03,1065.6036099935984,2025-08-15,967.219970703125,0.03604723008695699,0.06495001278051649,0.09232667604332201,0.034525511691463895,59,0.1718437620851959,0.4792346835046855,0.6282009193248279
ABBV,2025-05-12,191.0399730910648,2025-05-15,175.05802418239674,2025-06-12,191.93227248862587,2025-06-23,180.73894254141436,0.08365761704253281,0.09639231554817214,0.05831916541224113,0.03245163074100821,28,0.1649137811336503,0.6061688425948156,0.621100153534548
AAPL,2025-05-14,213.69746987061376,2025-05-23,193.24069928507132,2025-05-29,203.57895243464628,2025-06-30,199.0341046248948,0.0957277154377555,0.053499356956496186,0.022324743080748874,0.029980254476708258,31,0.44161957831681864,0.5840350788988738,0.6039396266886774
ABBV,2025-05-12,191.0399730910648,2025-05-15,175.05802418239674,2025-05-20,184.407266765888,2025-06-27,180.1738203837137,0.08365761704253281,0.05340653550248058,0.022957047498289973,0.02922343163194105,32,0.4606416537794038,0.583119838618459,0.6019089437649163
ABBV,2025-05-12,191.0399730910648,2025-05-15,175.05802418239674,2025-06-12,191.93227248862587,2025-06-27,180.1738203837137,0.08365761704253281,0.09639231554817214,0.061263548607277604,0.02922343163194105,32,0.3570051404494508,0.5555296430994782,0.6019089437649163
MA,2025-05-19,587.6548973034893,2025-05-23,561.7499199649715,2025-06-11,593.9064398258108,2025-07-11,545.8499755859375,0.044081956021102334,0.057243479203066924,0.0809158834074404,0.029128780965807177,36,0.16287524522313912,0.20505867169652925,0.6018397054537216
MSFT,2025-06-30,499.9381665482639,2025-07-02,487.8979653734086,2025-07-09,505.94827712953634,2025-08-26,498.510009765625,0.024083380666822748,0.036996079174696,0.014701635918422034,0.021750540369838468,40,0.20489346149294282,0.17357465612273978,0.6004671349155114
UNH,2025-05-20,322.35169096128584,2025-05-27,287.0919747797867,2025-06-02,311.3398280402949,2025-06-23,295.5199890136719,0.10938275545057957,0.08446022665421925,0.050812127462778536,0.029356495389151353,22,0.38888888888888884,0.5933965201889949,0.5998869527839853
