iter	Logloss
0	0.6447946237
1	0.5885071308
2	0.5500290423
3	0.48428621
4	0.4475575235
5	0.4232770528
6	0.4010481302
7	0.3651995548
8	0.3418001355
9	0.3179025916
10	0.2997808691
11	0.2867970194
12	0.2716298373
13	0.2635923278
14	0.2512368785
15	0.230143393
16	0.2175801
17	0.2065548299
18	0.1991595547
19	0.19070602
20	0.1857218219
21	0.178994592
22	0.1713237097
23	0.1613696216
24	0.1512548272
25	0.1395753747
26	0.1334431599
27	0.1300957224
28	0.1264812279
29	0.1209346237
30	0.1187558881
31	0.1129852114
32	0.1065133406
33	0.1027938563
34	0.09934242434
35	0.09519401446
36	0.09213975326
37	0.09029476693
38	0.08659800404
39	0.08224620091
40	0.0815876181
41	0.07948290644
42	0.0745193537
43	0.07277328925
44	0.07050089566
45	0.06988844232
46	0.06668015772
47	0.06429348054
48	0.06042876281
49	0.05730920582
50	0.05491797242
51	0.05211357039
52	0.0504342681
53	0.04985871519
54	0.04933100241
55	0.04683542997
56	0.04544692586
57	0.04498860498
58	0.04332654578
59	0.04100851655
60	0.03881080179
61	0.03680937071
62	0.03550478551
63	0.03455887045
64	0.03408892433
65	0.03364764182
66	0.0327696929
67	0.03169780581
68	0.03104503928
69	0.03045521165
70	0.02969408132
71	0.02853599244
72	0.02803055064
73	0.02720180057
74	0.02632906738
75	0.02576126485
76	0.02500957754
77	0.02432752123
78	0.02370613205
79	0.0231336008
80	0.02259053264
81	0.02214332186
82	0.02143455477
83	0.02098669938
84	0.02036439035
85	0.01990288914
86	0.01947612611
87	0.01893564137
88	0.01863499692
89	0.01844147003
90	0.01816453604
91	0.01790397429
92	0.01744611059
93	0.01716748418
94	0.01693946391
95	0.01677887382
96	0.01656369064
97	0.01636031078
98	0.01621334685
99	0.01597998072
100	0.01568210584
101	0.01548766156
102	0.01512682898
103	0.01492046626
104	0.01477181687
105	0.01457725895
106	0.01432398906
107	0.01408619388
108	0.01377346281
109	0.0135747116
110	0.01335126587
111	0.01317316969
112	0.0129752266
113	0.0128131763
114	0.01262979996
115	0.01245642742
116	0.0123130102
117	0.01220836593
118	0.01203224053
119	0.01179872146
120	0.01157652201
121	0.01136458142
122	0.01116282508
123	0.01106090485
124	0.01100548354
125	0.01081633747
126	0.0107211014
127	0.01066920261
128	0.01049050774
129	0.01032070017
130	0.01023419639
131	0.01018709703
132	0.01002584664
133	0.009902381734
134	0.009764281597
135	0.009721822343
136	0.009607584107
137	0.009566291543
138	0.009423608
139	0.009317794785
140	0.009184267907
141	0.009116849912
142	0.009078944815
143	0.008952326369
144	0.008817502297
145	0.008782497894
146	0.008689642696
147	0.008584598377
148	0.008551776409
149	0.008439953092
150	0.00835685
151	0.008325842556
152	0.008271418125
153	0.008216658706
154	0.008140569602
155	0.008065726836
156	0.008014448146
157	0.007943786354
158	0.007875583501
159	0.007826699945
160	0.007761409719
161	0.007697645936
162	0.007651534521
163	0.007589059287
164	0.00752909165
165	0.007485780122
166	0.00742753611
167	0.007370518833
168	0.007329841139
169	0.007274900791
170	0.007221142098
171	0.007181686552
172	0.007130201643
173	0.007079558685
174	0.007041751883
175	0.0069928958
176	0.006956406785
177	0.006907823268
178	0.006861415484
179	0.006826330313
180	0.006780898124
181	0.006736799733
182	0.006702645712
183	0.00662287231
184	0.006590772569
185	0.00654875552
186	0.006495723308
187	0.006465532257
188	0.006413821171
189	0.006384653341
190	0.006334637792
191	0.006287981796
192	0.0062597897
193	0.006214290243
194	0.006187599945
195	0.006137442577
196	0.006088034706
197	0.006037552945
198	0.005991226354
199	0.005942623448
200	0.005898190945
201	0.005851600384
202	0.005809060333
203	0.005763990839
204	0.005723168737
205	0.00568090623
206	0.005641697485
207	0.005600820682
208	0.005563551015
209	0.005529955376
210	0.005491460896
211	0.005459596071
212	0.005424317057
213	0.005387256853
214	0.005353788023
215	0.00532437431
216	0.005289158868
217	0.005260376567
218	0.00524546902
219	0.005230671112
220	0.005215861404
221	0.005201663896
222	0.005187257906
223	0.005173282777
224	0.00514575844
225	0.00513200774
226	0.005118538858
227	0.005105373583
228	0.005092118287
229	0.005079373737
230	0.005047037147
231	0.005034215486
232	0.005009067374
233	0.004996600853
234	0.00498423604
235	0.0049722277
236	0.004941968832
237	0.00489918736
238	0.004875242621
239	0.004846043236
240	0.004823100609
241	0.004811378681
242	0.004800529462
243	0.004772352104
244	0.004733282949
245	0.004711430252
246	0.004693706272
247	0.004682671036
248	0.004661626212
249	0.004650689439
250	0.004640531365
251	0.004613804755
252	0.004577021595
253	0.004553854238
254	0.004528880912
255	0.004512708292
256	0.004493074407
257	0.004483440014
258	0.004473962271
259	0.004458227408
260	0.004448659446
261	0.004424689417
262	0.004406075627
263	0.004396814784
264	0.004363610796
265	0.004340525442
266	0.004325988338
267	0.004305641219
268	0.004283166721
269	0.004274110882
270	0.004260381753
271	0.004251405309
272	0.004234795199
273	0.004203681128
274	0.004182562339
275	0.004166133878
276	0.004153121719
277	0.004144393502
278	0.004126108747
279	0.004117674801
280	0.004097441972
281	0.004068875336
282	0.0040534037
283	0.004040788369
284	0.004021531271
285	0.004007816335
286	0.004000028702
287	0.003987946434
288	0.003980157315
289	0.003967347069
290	0.00395946788
291	0.00394099074
292	0.003912982746
293	0.003905743502
294	0.003893247697
295	0.003877124479
296	0.003850216554
297	0.003837861599
298	0.003825487648
299	0.003799014029
300	0.003792164466
301	0.003780099459
302	0.003773265236
303	0.003762543125
304	0.003755759631
305	0.003744120076
306	0.003729495255
307	0.003704492424
308	0.003692904671
309	0.003668913452
310	0.003651623817
311	0.00363714616
312	0.003619742899
313	0.00360330674
314	0.003586345134
315	0.003572429352
316	0.003556260165
317	0.003539869282
318	0.003530412533
319	0.003520955255
320	0.003504990607
321	0.003491534138
322	0.003476221724
323	0.003460273756
324	0.003451624799
325	0.003442485324
326	0.003427038254
327	0.003414560159
328	0.003399738034
329	0.003384657217
330	0.003370433417
331	0.003361991193
332	0.003347751474
333	0.003339289197
334	0.003326275819
335	0.003312736361
336	0.003299235406
337	0.003285747774
338	0.003277507194
339	0.003268898769
340	0.003257329866
341	0.003243523392
342	0.003230590031
343	0.003217105127
344	0.00320971127
345	0.003198513157
346	0.003185921465
347	0.003173361324
348	0.003165738828
349	0.003153381582
350	0.00314585654
351	0.003135364832
352	0.003122788611
353	0.003110693272
354	0.003098119043
355	0.003090965304
356	0.003084372613
357	0.003073486311
358	0.003062415556
359	0.003050164993
360	0.003038772644
361	0.003027596801
362	0.003021074147
363	0.003014086763
364	0.00300286546
365	0.002993204396
366	0.002982138547
367	0.002971590799
368	0.002964870266
369	0.002958459807
370	0.002947503448
371	0.002937990248
372	0.002927506536
373	0.002916974771
374	0.00291118536
375	0.00290482685
376	0.002894042981
377	0.002885354237
378	0.002875464248
379	0.002865229528
380	0.002859311909
381	0.002849207232
382	0.002843242428
383	0.002834142183
384	0.002825119312
385	0.00281530123
386	0.002809230424
387	0.002799722847
388	0.002793657588
389	0.002785314303
390	0.002776502993
391	0.002767203064
392	0.002758175826
393	0.002751030558
394	0.002745337182
395	0.002740270681
396	0.002732954478
397	0.002727793559
398	0.002719751349
399	0.002710531379
